utilisation_ia,outils_utilises_chatgpt,outils_utilises_copilot,outils_utilises_gemini,outils_utilises_deepseek,outils_utilises_grok,outils_utilises_claude,outils_utilises_autre,ia_favorite,taches_ia_redaction,taches_ia_recherche,taches_ia_traduction,taches_ia_programmation,taches_ia_presentation,taches_ia_analyse_donnees,taches_ia_brainstorming,taches_ia_planification,taches_ia_revision,taches_ia_cv_lettre,taches_ia_entretien,taches_ia_creation_media,pret_payer_ia_si_efficace,pret_payer_30e_ia,pret_payer_15e_ia,dependance_ia,confiance_ia,accord_ia_decision,partage_infos_confidentielles_ia,importance_origine_ia,verification_infos_ia,reaction_nouveautes_ia,ia_menace_travail,impact_ia_emploi,impact_ia_enseignement,age,genre,domaine_etudes,statut_etudiant,ScoreRisk,outils_utilises_perplexity,bac,ia_futures_sentiment,ScoreOpportunity,outils_recom,profil_recom
2.0,1,0,0,1,0,0,1,OpenAI ChatGPT,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0.0,1.0,7.0,1.0,"Non, pas d'accord",0,1.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",1.0,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,18-25 ans.,0.0,Économie et gestion.,1.0,5,0,bac+5,0.1035480952380952,5.6,"['HuggingChat', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'DeepSeek', 'OpenAI ChatGPT']",Power User
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0.0,1.0,6.0,3.0,"Non, pas d'accord",0,3.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,18-25 ans.,1.0,Économie et gestion.,1.0,3,0,bac+5,0.0983438095238095,5.6,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2.0,8.0,1.0,"Oui, avec méfiance",0,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,30-40 ans.,0.0,Sciences et ingénierie,0.0,11,0,bac+2,0.1589335714285714,1.2,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0.0,2.0,7.0,1.0,"Oui, avec méfiance",1,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle remplacera de nombreux emplois.,Radicalement,18-25 ans.,0.0,Économie et gestion,1.0,8,0,bac+5,0.0390528968253968,10.7,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
3.0,1,0,0,1,0,0,1,OpenAI ChatGPT,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,2.0,6.0,1.0,"Non, pas d'accord",1,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle ouvrira de nouvelles opportunités professionnelles.,Largement,25-30 ans.,0.0,"Arts, lettres et sciences humaines.",1.0,6,0,bac+3,0.0624086706349206,5.3,"['HuggingChat', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'DeepSeek', 'OpenAI ChatGPT']",Power User
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0,1.0,5.0,0.0,"Non, jamais",1,3.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",0.0,Elle remplacera de nombreux emplois.,Largement,18-25 ans.,0.0,Autre,1.0,2,0,bac+5,0.1267511904761904,8.7,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
3.0,1,0,1,0,1,0,1,OpenAI ChatGPT,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0.0,0.0,5.0,2.0,"Non, jamais",1,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,18-25 ans.,0.0,Sciences et ingénierie,1.0,5,0,bac+5,0.0764214069264069,8.7,"['HuggingChat', 'Google Gemini', 'Grok', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'OpenAI ChatGPT']",Power User
2.0,1,0,0,1,0,0,1,OpenAI ChatGPT,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1.0,2.0,6.0,1.0,"Oui, avec méfiance",1,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",1.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,18-25 ans.,1.0,Économie et gestion.,1.0,9,0,bac+5,0.22,10.2,"['HuggingChat', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'DeepSeek', 'OpenAI ChatGPT']",Power User
2.0,1,1,0,1,1,0,1,DeepSeek,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0.0,2.0,5.0,2.0,"Non, pas d'accord",1,1.0,"J’aime être parmi les premiers à essayer ces innovations, même s'il y a des risques potentiels.",0.0,Elle remplacera de nombreux emplois.,Légèrement,18-25 ans.,0.0,Économie et gestion.,1.0,8,0,bac+3,0.0904484902597402,4.4,"['Microsoft Copilot', 'HuggingChat', 'Grok', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'DeepSeek', 'DeepSeek']",Power User
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0.0,2.0,7.0,1.0,"Oui, avec méfiance",1,3.0,"J’aime être parmi les premiers à essayer ces innovations, même s'il y a des risques potentiels.",1.0,Elle ouvrira de nouvelles opportunités professionnelles.,Légèrement,18-25 ans.,0.0,Économie et gestion.,1.0,5,0,bac+3,0.0718654761904761,6.3,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
3.0,1,0,0,1,0,0,1,OpenAI ChatGPT,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1.0,2.0,7.0,2.0,"Oui, avec méfiance",0,1.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,18-25 ans.,1.0,Économie et gestion.,1.0,11,0,bac+3,0.146875,9.9,"['HuggingChat', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'DeepSeek', 'OpenAI ChatGPT']",Power User
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,7.0,1.0,"Non, pas d'accord",0,2.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,Elle remplacera de nombreux emplois.,Largement,18-25 ans.,1.0,Économie et gestion.,1.0,1,0,bac+3,0.0544015277777777,5.1,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0.0,1.0,8.0,1.0,"Oui, avec méfiance",1,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",0.0,Elle ouvrira de nouvelles opportunités professionnelles.,Légèrement,18-25 ans.,0.0,Sciences et ingénierie,1.0,8,0,bac+3,0.0853508928571428,5.8,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
3.0,1,1,0,1,1,0,1,OpenAI ChatGPT,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0.0,1.0,8.0,2.0,"Oui, sans problème",0,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",0.0,Elle remplacera de nombreux emplois.,Largement,18-25 ans.,0.0,Sciences et ingénierie,1.0,12,0,bac+3,0.1224197402597402,5.9,"['Microsoft Copilot', 'HuggingChat', 'Grok', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'DeepSeek', 'OpenAI ChatGPT']",Power User
2.0,1,0,1,0,0,0,1,OpenAI ChatGPT,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,7.0,3.0,"Oui, avec méfiance",1,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,Elle remplacera de nombreux emplois.,Largement,18-25 ans.,1.0,Sciences et ingénierie,1.0,7,0,bac+3,0.05084,4.2,"['HuggingChat', 'Google Gemini', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'OpenAI ChatGPT']",Power User
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0.0,2.0,7.0,1.0,"Non, jamais",1,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,Elle remplacera de nombreux emplois.,Largement,18-25 ans.,1.0,Économie et gestion.,1.0,6,0,bac+3,0.0370343849206349,8.1,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
2.0,1,1,0,0,0,0,1,OpenAI ChatGPT,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0.0,2.0,4.0,3.0,"Non, pas d'accord",1,2.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",1.0,Elle remplacera de nombreux emplois.,Légèrement,Moins de 18 ans.,0.0,Économie et gestion.,1.0,7,0,bac+3,0.1027164285714285,9.9,"['Microsoft Copilot', 'HuggingChat', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'OpenAI ChatGPT']",Power User
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0.0,1.0,8.0,3.0,"Oui, sans problème",0,3.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,18-25 ans.,1.0,Économie et gestion.,1.0,9,0,bac+3,0.0871717658730159,5.6,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
2.0,1,0,1,0,0,0,1,OpenAI ChatGPT,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0.0,1.0,7.0,1.0,"Oui, avec méfiance",1,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,18-25 ans.,1.0,Économie et gestion.,1.0,7,0,bac+3,0.0744173214285714,9.2,"['HuggingChat', 'Google Gemini', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'OpenAI ChatGPT']",Power User
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,2.0,7.0,1.0,"Non, pas d'accord",0,3.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle remplacera de nombreux emplois.,Largement,18-25 ans.,0.0,Autre,1.0,3,0,bac+5,0.0582930735930735,3.7,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
2.0,1,1,0,0,0,1,1,OpenAI ChatGPT,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1.0,2.0,7.0,0.0,"Non, pas d'accord",1,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,Elle remplacera de nombreux emplois.,Largement,18-25 ans.,1.0,Sciences et ingénierie,1.0,6,0,bac+3,0.0696055952380952,6.2,"['Microsoft Copilot', 'HuggingChat', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'Claude', 'OpenAI ChatGPT']",Big Tech Lover
1.0,0,0,1,0,0,0,1,Google Gemini,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,5.0,3.0,"Non, jamais",0,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,Elle remplacera de nombreux emplois.,Radicalement,18-25 ans.,0.0,Économie et gestion.,1.0,5,0,bac+3,0.0,4.1,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'Google Gemini', 'Google Gemini']",Curieux
3.0,1,0,1,1,0,0,1,OpenAI ChatGPT,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0.0,1.0,7.0,2.0,"Oui, avec méfiance",0,3.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Radicalement,18-25 ans.,0.0,Économie et gestion.,1.0,6,0,bac+3,0.23,9.7,"['HuggingChat', 'Google Gemini', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'DeepSeek', 'OpenAI ChatGPT']",Power User
2.0,1,0,0,0,0,1,1,OpenAI ChatGPT,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0,7.0,0.0,"Non, pas d'accord",1,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,Elle remplacera de nombreux emplois.,Radicalement,18-25 ans.,0.0,Sciences et ingénierie,1.0,4,0,bac+3,0.0571182142857142,4.8,"['HuggingChat', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'Claude', 'OpenAI ChatGPT']",Power User
2.0,1,1,0,0,0,0,1,OpenAI ChatGPT,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,2.0,6.0,0.0,"Non, jamais",0,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,18-25 ans.,1.0,Sciences et ingénierie,1.0,6,0,bac+3,0.06035,4.3,"['Microsoft Copilot', 'HuggingChat', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'OpenAI ChatGPT']",Power User
1.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,7.0,3.0,"Non, pas d'accord",0,3.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Légèrement,18-25 ans.,1.0,Économie et gestion.,1.0,2,0,bac,0.0990198015873015,3.9,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
2.0,1,0,0,0,1,0,1,OpenAI ChatGPT,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0.0,0.0,7.0,0.0,"Non, pas d'accord",0,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",0.0,Je ne sais pas encore.,Largement,18-25 ans.,1.0,Économie et gestion.,1.0,4,0,bac+2,0.1184333333333333,7.8,"['HuggingChat', 'Grok', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'OpenAI ChatGPT']",Power User
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1.0,1.0,8.0,1.0,"Oui, sans problème",0,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,18-25 ans.,1.0,Sciences et ingénierie,1.0,10,0,bac+3,0.0769023809523809,6.9,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1.0,1.0,8.0,0.0,"Non, jamais",1,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,Elle remplacera de nombreux emplois.,Largement,18-25 ans.,1.0,Économie et gestion.,1.0,6,0,bac+3,0.0857994444444444,4.7,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
2.0,1,0,0,1,0,0,0,Autre,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0.0,2.0,8.0,3.0,"Non, pas d'accord",0,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",1.0,Elle remplacera de nombreux emplois.,Radicalement,18-25 ans.,0.0,Économie et gestion.,1.0,11,1,bac+3,0.0,6.5,"['OpenAI ChatGPT', 'DeepSeek', 'Autre']",Curieux
2.0,1,0,1,1,0,0,1,OpenAI ChatGPT,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1.0,1.0,8.0,1.0,"Non, pas d'accord",1,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,Elle remplacera de nombreux emplois.,Largement,18-25 ans.,0.0,Économie et gestion.,1.0,6,0,bac+3,0.042170873015873,7.3,"['HuggingChat', 'Google Gemini', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'DeepSeek', 'OpenAI ChatGPT']",Power User
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0.0,2.0,7.0,1.0,"Oui, sans problème",0,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,18-25 ans.,1.0,Économie et gestion.,1.0,10,0,bac+3,0.0539877380952381,8.3,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
1.0,0,0,0,0,0,0,1,Autre,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5.0,1.0,"Non, jamais",0,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,18-25 ans.,1.0,Économie et gestion.,1.0,3,0,bac+3,0.0,2.2,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'Autre']",Curieux
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0.0,1.0,6.0,1.0,"Non, jamais",1,3.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,18-25 ans.,0.0,Économie et gestion.,1.0,1,0,bac+3,0.0,7.0,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
3.0,1,0,0,0,0,0,0,Autre,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0,2.0,7.0,3.0,"Non, pas d'accord",0,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",1.0,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,18-25 ans.,1.0,Sciences et ingénierie,1.0,9,1,bac+3,0.0765488095238095,4.0,"['OpenAI ChatGPT', 'Autre']",Minimaliste
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1.0,1.0,6.0,1.0,"Oui, avec méfiance",1,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Légèrement,18-25 ans.,1.0,Économie et gestion.,1.0,6,0,bac+3,0.05,7.5,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
3.0,1,0,0,1,0,1,1,OpenAI ChatGPT,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0.0,1.0,7.0,1.0,"Oui, avec méfiance",0,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,18-25 ans.,0.0,Économie et gestion.,1.0,5,0,bac+3,0.0,8.9,"['HuggingChat', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'DeepSeek', 'Claude', 'OpenAI ChatGPT']",Power User
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1.0,1.0,7.0,3.0,"Non, pas d'accord",0,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,18-25 ans.,1.0,Économie et gestion.,1.0,6,0,bac+3,0.05298875,6.6,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.0,1.0,6.0,1.0,"Oui, avec méfiance",1,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle remplacera de nombreux emplois.,Largement,18-25 ans.,0.0,Autre,1.0,6,0,bac+5,0.0497609307359307,4.0,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
2.0,1,0,0,1,0,0,1,OpenAI ChatGPT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,2.0,5.0,1.0,"Non, jamais",0,3.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",0.0,Je ne sais pas encore.,Radicalement,18-25 ans.,1.0,Sciences et ingénierie,1.0,4,0,bac+3,0.0707237499999999,1.6,"['HuggingChat', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'DeepSeek', 'OpenAI ChatGPT']",Power User
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,7.0,3.0,"Non, jamais",1,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,Elle remplacera de nombreux emplois.,Largement,18-25 ans.,0.0,Sciences et ingénierie,1.0,6,0,bac+3,0.0576742261904762,3.1,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,6.0,1.0,"Non, jamais",1,3.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,18-25 ans.,0.0,Économie et gestion.,1.0,1,0,bac,0.1109354761904762,3.5,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
2.0,1,1,0,0,0,0,1,OpenAI ChatGPT,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0,5.0,3.0,"Non, jamais",0,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,18-25 ans.,0.0,Économie et gestion.,1.0,6,0,bac+3,0.07981875,5.2,"['Microsoft Copilot', 'HuggingChat', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'OpenAI ChatGPT']",Power User
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.0,1.0,8.0,1.0,"Oui, avec méfiance",0,2.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle remplacera de nombreux emplois.,Radicalement,18-25 ans.,1.0,Sciences et ingénierie,1.0,5,0,bac+3,0.0674036309523809,2.4,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0.0,2.0,7.0,1.0,"Oui, sans problème",1,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",1.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,18-25 ans.,0.0,Économie et gestion.,1.0,11,0,bac+3,0.0,7.1,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
2.0,1,0,1,0,0,0,1,Google Gemini,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2.0,3.0,"Oui, avec méfiance",1,0.0,"J’aime être parmi les premiers à essayer ces innovations, même s'il y a des risques potentiels.",0.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,18-25 ans.,0.0,Économie et gestion.,1.0,8,0,bac+3,0.0714506547619047,3.5,"['HuggingChat', 'Google Gemini', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'Google Gemini']",Power User
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,6.0,0.0,"Non, pas d'accord",0,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,18-25 ans.,0.0,Sciences et ingénierie,1.0,3,0,bac+3,0.0654538095238095,3.6,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
2.0,1,0,1,0,0,0,1,Google Gemini,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,5.0,1.0,"Non, pas d'accord",0,1.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",0.0,Je ne sais pas encore.,Légèrement,18-25 ans.,1.0,Sciences et ingénierie,1.0,4,0,bac+2,0.0749447619047619,3.6,"['HuggingChat', 'Google Gemini', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'Google Gemini']",Power User
1.0,0,1,0,1,0,0,1,DeepSeek,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,3.0,"Non, jamais",1,0.0,"J’aime être parmi les premiers à essayer ces innovations, même s'il y a des risques potentiels.",0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Légèrement,18-25 ans.,0.0,Sciences et ingénierie,1.0,6,0,bac+3,0.0790208928571428,3.0,"['Microsoft Copilot', 'HuggingChat', 'Perplexity AI', 'Mistral AI', 'DeepSeek', 'DeepSeek']",Power User
2.0,1,0,1,1,0,0,1,OpenAI ChatGPT,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0.0,1.0,8.0,1.0,"Non, pas d'accord",1,1.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Radicalement,18-25 ans.,0.0,Économie et gestion.,1.0,7,0,bac+3,0.0,5.6,"['HuggingChat', 'Google Gemini', 'Perplexity AI', 'OpenAI ChatGPT', 'Mistral AI', 'DeepSeek', 'OpenAI ChatGPT']",Power User
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0.0,2.0,7.0,1.0,"Oui, avec méfiance",1,1.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",1.0,Elle remplacera de nombreux emplois.,Radicalement,18-25 ans.,0.0,Économie et gestion.,1.0,9,0,bac+3,0.0,4.5,"['Perplexity AI', 'Mistral AI', 'HuggingChat', 'OpenAI ChatGPT', 'OpenAI ChatGPT']",Curieux
