id,complete,utilisation_ia,outils_utilises_chatgpt,outils_utilises_copilot,outils_utilises_gemini,outils_utilises_deepseek,outils_utilises_grok,outils_utilises_claude,outils_utilises_autre,ia_favorite,ia_favorite_autre,taches_ia_redaction,taches_ia_recherche,taches_ia_traduction,taches_ia_programmation,taches_ia_presentation,taches_ia_analyse_donnees,taches_ia_brainstorming,taches_ia_planification,taches_ia_revision,taches_ia_cv_lettre,taches_ia_entretien,taches_ia_creation_media,taches_ia_autre,impact_ia_performance,pret_payer_ia_si_efficace,pret_payer_30e_ia,pret_payer_50e_ia,pret_payer_15e_ia,pret_payer_100e_ia,pret_payer_40e_ia,pret_payer_20e_ia,pret_payer_5e_ia,dependance_ia,confiance_ia,accord_ia_decision,partage_infos_confidentielles_ia,importance_origine_ia,verification_infos_ia,reaction_nouveautes_ia,ia_menace_travail,impact_ia_emploi,impact_ia_enseignement,attentes_futures_ia,age,genre,domaine_etudes,domaine_etudes_autre,statut_etudiant,diplome_en_cours,diplome_plus_eleve,temps_total,duree_frequence_utilisation_ia,duree_confiance_ia,duree_perspective_ia,duree_info_personnel
137,4.0,2.0,Y,Y,Y,N,N,N,,OpenAI ChatGPT,,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,,,Y,Y,N,,,N,,,1.0,7.0,1.0,"Oui, avec méfiance",Y,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",Y,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Radicalement,,18-25 ans.,Masculin,Sciences et ingénierie.,,Y,3.0,0.0,394.43,165.05,109.82,63.21,56.35
138,4.0,2.0,Y,Y,N,N,N,N,,OpenAI ChatGPT,,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,,,N,N,,N,,,,N,1.0,7.0,1.0,"Oui, avec méfiance",N,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",Y,Elle remplacera de nombreux emplois.,Largement,,18-25 ans.,Masculin,Économie et gestion.,,Y,3.0,2.0,233.03,94.68,74.28,30.4,33.67
139,4.0,1.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,Y,Y,Y,N,N,N,N,N,N,N,N,Y,,,N,Y,N,,,N,,,1.0,7.0,3.0,"Non, pas d'accord",Y,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,Y,Elle remplacera de nombreux emplois.,Largement,Aucune idée pour le moment,18-25 ans.,Féminin,Autre,,Y,1.0,1.0,1003.67,137.35,92.52,706.82,66.98
140,0.0,1.0,N,N,Y,N,N,N,,Microsoft Copilot,,N,N,Y,N,N,N,N,N,N,N,N,N,,,Y,N,,,,,,,1.0,,,,,,,,,,,,,,,,,,81.59,81.59,,,
141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
142,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
143,4.0,2.0,Y,N,N,Y,N,N,,OpenAI ChatGPT,,Y,Y,N,N,N,N,N,N,N,Y,N,Y,,,Y,N,,N,,,,N,1.0,7.0,1.0,"Non, pas d'accord",N,1.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",Y,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,,18-25 ans.,Masculin,Économie et gestion.,,Y,3.0,2.0,257.0,112.26,62.81,44.39,37.54
144,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
145,4.0,2.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,,,N,N,,N,,,,N,1.0,6.0,3.0,"Non, pas d'accord",N,3.0,Je préfère attendre que d'autres testent avant d'utiliser.,Y,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,,18-25 ans.,Féminin,Économie et gestion.,,Y,3.0,2.0,302.27,108.66,92.51,56.93,44.17
146,4.0,2.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,N,Y,N,N,N,N,N,N,N,N,N,N,,,Y,N,,N,,,,Y,2.0,8.0,1.0,"Oui, avec méfiance",N,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",N,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,,30-40 ans.,Masculin,Autre,Génie civil,N,,1.0,498.09,168.23,167.74,58.4,103.72
147,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
148,4.0,3.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,,,Y,Y,N,,,N,,,2.0,7.0,1.0,"Oui, avec méfiance",Y,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,N,Elle remplacera de nombreux emplois.,Radicalement,,18-25 ans.,Masculin,Autre,Finance,Y,3.0,2.0,256.02,95.44,74.73,52.2,33.65
149,4.0,3.0,Y,N,N,Y,N,N,,OpenAI ChatGPT,,Y,N,Y,N,N,Y,N,N,N,N,Y,N,,,N,N,,N,,,,Y,2.0,6.0,1.0,"Non, pas d'accord",Y,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,N,Elle ouvrira de nouvelles opportunités professionnelles.,Largement,,25-30 ans.,Masculin,"Arts, lettres et sciences humaines.",,Y,2.0,2.0,309.55,108.49,109.58,43.86,47.62
150,2.0,2.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,,,Y,Y,N,,,N,,,1.0,5.0,0.0,"Non, jamais",Y,3.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",,,,,,,,,,,,174.02,138.06,35.96,,
151,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
152,4.0,3.0,Y,N,Y,N,Y,N,,OpenAI ChatGPT,,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,,,Y,Y,N,,,N,,,0.0,5.0,2.0,"Non, jamais",Y,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,N,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,,18-25 ans.,Masculin,Sciences et ingénierie.,,Y,3.0,2.0,168.99,60.72,53.09,31.42,23.76
153,4.0,2.0,Y,N,N,Y,N,N,,OpenAI ChatGPT,,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,,,Y,N,,Y,,,Y,,2.0,6.0,1.0,"Oui, avec méfiance",Y,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",Y,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,faire tout mon travail,18-25 ans.,Féminin,Économie et gestion.,,Y,3.0,2.0,304.08,62.51,35.37,161.05,45.15
154,4.0,2.0,Y,Y,N,Y,Y,N,Mistral,DeepSeek,,N,Y,Y,Y,N,N,N,N,N,N,N,N,,,Y,N,,N,,,,Y,2.0,5.0,2.0,"Non, pas d'accord",Y,1.0,"J’aime être parmi les premiers à essayer ces innovations, même s'il y a des risques potentiels.",N,Elle remplacera de nombreux emplois.,Légèrement,,18-25 ans.,Masculin,Économie et gestion.,,Y,2.0,3.0,91.37,41.36,19.72,13.43,16.86
155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
156,4.0,3.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,,,Y,Y,N,,,N,,,2.0,7.0,1.0,"Oui, avec méfiance",Y,3.0,"J’aime être parmi les premiers à essayer ces innovations, même s'il y a des risques potentiels.",Y,Elle ouvrira de nouvelles opportunités professionnelles.,Légèrement,,18-25 ans.,Masculin,Économie et gestion.,,Y,2.0,0.0,257.15,92.55,86.57,47.08,30.95
157,4.0,3.0,Y,N,N,Y,N,N,,OpenAI ChatGPT,,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,,,Y,N,,Y,,,Y,,2.0,7.0,2.0,"Oui, avec méfiance",N,1.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",N,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,,18-25 ans.,Féminin,Économie et gestion.,,Y,2.0,0.0,203.48,90.61,57.78,28.94,26.15
158,4.0,3.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,N,Y,Y,N,N,Y,N,N,N,Y,N,N,,,N,N,,N,,,,Y,,7.0,1.0,"Non, pas d'accord",N,2.0,Je préfère attendre que d'autres testent avant d'utiliser.,Y,Elle remplacera de nombreux emplois.,Largement,,18-25 ans.,Féminin,Économie et gestion.,,Y,2.0,0.0,216.61,79.2,66.11,44.67,26.63
159,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
160,1.0,3.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,,N,,,,2.0,,,,,,,,,,,,,,,,,,167.52,167.52,,,
161,4.0,3.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,,,N,N,,N,,,,Y,,8.0,1.0,"Oui, avec méfiance",Y,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",N,Elle ouvrira de nouvelles opportunités professionnelles.,Légèrement,,18-25 ans.,Autre,Sciences et ingénierie.,,Y,2.0,0.0,327.18,121.39,82.93,62.66,60.2
162,4.0,3.0,Y,Y,N,Y,Y,N,,OpenAI ChatGPT,,N,Y,N,Y,N,N,N,N,Y,N,Y,N,,,Y,Y,N,,,N,,,,8.0,2.0,"Oui, sans problème",N,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",N,Elle remplacera de nombreux emplois.,Largement,,18-25 ans.,Masculin,Sciences et ingénierie.,,Y,2.0,0.0,233.19,77.3,93.03,28.99,33.87
163,4.0,2.0,Y,N,Y,N,N,N,,OpenAI ChatGPT,,N,Y,N,N,N,N,N,Y,Y,N,N,N,,,N,N,,N,,,,Y,0.0,7.0,3.0,"Oui, avec méfiance",Y,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,Y,Elle remplacera de nombreux emplois.,Largement,,18-25 ans.,Féminin,Sciences et ingénierie.,,Y,2.0,0.0,239.5,94.6,79.88,34.75,30.27
164,4.0,2.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,,,Y,N,,N,,,,Y,2.0,7.0,1.0,"Non, jamais",Y,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,Y,Elle remplacera de nombreux emplois.,Largement,,18-25 ans.,Féminin,Économie et gestion.,,Y,2.0,0.0,648.22,111.3,166.26,74.38,296.28
165,4.0,2.0,Y,Y,N,N,N,N,,OpenAI ChatGPT,,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,,,N,Y,N,,,N,,,2.0,4.0,3.0,"Non, pas d'accord",Y,2.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",Y,Elle remplacera de nombreux emplois.,Légèrement,,Moins de 18 ans.,Masculin,Économie et gestion.,,Y,2.0,0.0,1136.56,142.53,919.34,46.09,28.6
166,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
167,4.0,3.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,,,Y,Y,N,,,N,,,1.0,8.0,3.0,"Oui, sans problème",N,3.0,Je préfère attendre que d'autres testent avant d'utiliser.,N,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,,18-25 ans.,Féminin,Économie et gestion.,,Y,2.0,2.0,355.9,111.61,136.29,88.92,19.08
168,4.0,2.0,Y,N,Y,N,N,N,,OpenAI ChatGPT,,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,,,Y,N,,N,,,,Y,1.0,7.0,1.0,"Oui, avec méfiance",Y,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",N,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,,18-25 ans.,Féminin,Économie et gestion.,,Y,2.0,0.0,152.1,62.73,47.53,25.03,16.81
169,2.0,2.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,Y,Y,N,N,N,N,N,N,Y,N,N,N,,,N,N,,N,,,,Y,2.0,7.0,1.0,"Non, pas d'accord",N,3.0,Je préfère attendre que d'autres testent avant d'utiliser.,,,,,,,,,,,,160.16,93.58,62.26,4.32,
170,4.0,2.0,Y,Y,N,N,N,Y,,OpenAI ChatGPT,,N,N,N,Y,N,N,Y,Y,Y,N,N,N,,,Y,N,,Y,,,Y,,2.0,7.0,0.0,"Non, pas d'accord",Y,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,Y,Elle remplacera de nombreux emplois.,Largement,,18-25 ans.,Féminin,Sciences et ingénierie.,,Y,2.0,0.0,183.35,73.84,48.22,37.49,23.8
171,4.0,1.0,N,N,Y,N,N,N,,Google Gemini,,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,N,N,,N,,,,N,0.0,5.0,3.0,"Non, jamais",N,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,Y,Elle remplacera de nombreux emplois.,Radicalement,"Rien, j’aimerais qu’elle disparaisse.",18-25 ans.,Masculin,Économie et gestion.,,Y,2.0,0.0,487.13,91.7,310.57,34.47,50.39
172,4.0,3.0,Y,N,Y,Y,N,N,,OpenAI ChatGPT,,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,,,Y,Y,N,,,N,,,1.0,7.0,2.0,"Oui, avec méfiance",N,3.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",N,Elle aidera les travailleurs plutôt que de les remplacer.,Radicalement,"Sens de l’initiative, prise de décision autonome",18-25 ans.,Masculin,Économie et gestion.,,Y,2.0,2.0,690.86,208.73,85.43,163.97,232.73
173,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
174,4.0,2.0,Y,N,N,N,N,Y,,OpenAI ChatGPT,,Y,N,N,N,N,N,Y,N,Y,N,N,N,,,N,N,,N,,,,Y,1.0,7.0,0.0,"Non, pas d'accord",Y,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,Y,Elle remplacera de nombreux emplois.,Radicalement,,18-25 ans.,Masculin,Sciences et ingénierie.,,Y,2.0,0.0,676.94,134.16,64.79,436.89,41.1
175,1.0,2.0,Y,N,N,Y,N,N,,DeepSeek,,Y,N,N,N,N,N,N,N,N,N,N,N,,,Y,N,,N,,,,Y,1.0,,,,,,,,,,,,,,,,,,112.25,112.25,,,
176,4.0,2.0,Y,Y,N,N,N,N,,OpenAI ChatGPT,,N,Y,N,Y,N,N,N,N,N,N,N,N,Corrections d’exercices,,N,N,,N,,,,Y,2.0,6.0,0.0,"Non, jamais",N,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,Y,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,,18-25 ans.,Féminin,Autre,MASS,Y,2.0,0.0,270.34,135.02,56.88,30.86,47.58
177,4.0,1.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,N,Y,N,N,N,Y,N,N,Y,N,N,N,,,N,N,,N,,,,N,0.0,7.0,3.0,"Non, pas d'accord",N,3.0,Je préfère attendre que d'autres testent avant d'utiliser.,N,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Légèrement,,18-25 ans.,Féminin,Économie et gestion.,,Y,0.0,0.0,218.51,81.48,62.43,46.58,28.02
178,4.0,2.0,Y,N,N,N,Y,N,,OpenAI ChatGPT,,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,,,Y,Y,N,,,N,,,0.0,7.0,0.0,"Non, pas d'accord",N,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",N,Je ne sais pas encore.,Largement,,18-25 ans.,Féminin,Économie et gestion.,,Y,1.0,0.0,200.9,96.34,42.11,35.17,27.28
179,4.0,2.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,,,Y,N,,Y,,,N,,1.0,8.0,1.0,"Oui, sans problème",N,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,N,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,,18-25 ans.,Féminin,Sciences et ingénierie.,,Y,2.0,1.0,248.03,85.6,72.72,42.64,47.07
180,4.0,2.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,N,Y,N,Y,N,Y,N,N,N,N,N,N,,,Y,N,,Y,,,Y,,1.0,8.0,0.0,"Non, jamais",Y,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,Y,Elle remplacera de nombreux emplois.,Largement,,18-25 ans.,Féminin,Économie et gestion.,,Y,2.0,2.0,153.88,63.81,48.7,20.98,20.39
181,4.0,2.0,Y,N,N,Y,N,N,Perplexity,Autre,Perplexity,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,Planification de vacances,,N,N,,N,,,,N,2.0,8.0,3.0,"Non, pas d'accord",N,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",Y,Elle remplacera de nombreux emplois.,Radicalement,Créer des vidéos explicatives (imager son propos),18-25 ans.,Masculin,Économie et gestion.,,Y,2.0,0.0,331.18,118.12,101.56,77.73,33.77
182,4.0,2.0,Y,N,Y,Y,N,N,,OpenAI ChatGPT,,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,,,Y,N,,Y,,,Y,,1.0,8.0,1.0,"Non, pas d'accord",Y,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,Y,Elle remplacera de nombreux emplois.,Largement,,18-25 ans.,Masculin,Économie et gestion.,,Y,2.0,0.0,244.09,102.7,59.89,43.18,38.32
183,4.0,2.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,,,Y,Y,Y,,Y,,,,2.0,7.0,1.0,"Oui, sans problème",N,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,N,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,,18-25 ans.,Féminin,Économie et gestion.,,Y,2.0,0.0,326.37,171.92,69.66,41.81,42.98
184,4.0,1.0,N,N,N,N,N,N,copilot Microsoft,Autre,rien,N,Y,N,N,N,N,N,N,N,N,N,N,,,N,N,,N,,,,N,0.0,5.0,1.0,"Non, jamais",N,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,N,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,rien,18-25 ans.,Féminin,Économie et gestion.,,Y,2.0,0.0,246.95,112.11,64.29,38.56,31.99
185,4.0,2.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,,,Y,Y,N,,,N,,,1.0,6.0,1.0,"Non, jamais",Y,3.0,Je préfère attendre que d'autres testent avant d'utiliser.,N,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,Simulation de projet en prenons compte les événements d'actualités,18-25 ans.,Masculin,Économie et gestion.,,Y,2.0,0.0,217.83,81.14,47.18,69.28,20.23
186,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
187,4.0,3.0,Y,N,N,N,N,N,Perplexity,Autre,Perplexity,N,N,N,Y,N,N,N,Y,Y,N,N,N,,,Y,N,,Y,,,Y,,2.0,7.0,3.0,"Non, pas d'accord",N,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",Y,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,,18-25 ans.,Féminin,Sciences et ingénierie.,,Y,2.0,0.0,269.29,122.32,66.05,40.72,40.2
188,4.0,3.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,,,N,N,,Y,,,N,,1.0,6.0,1.0,"Oui, avec méfiance",Y,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,Y,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Légèrement,IA peut avoir son idée personnelle,18-25 ans.,Féminin,Économie et gestion.,,Y,2.0,2.0,521.13,180.03,127.83,162.54,50.73
189,4.0,3.0,Y,N,N,Y,N,Y,,OpenAI ChatGPT,,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,,,N,N,,N,,,,N,,7.0,1.0,"Oui, avec méfiance",N,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,Y,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,Jnsp,18-25 ans.,Masculin,Économie et gestion.,,Y,2.0,0.0,388.45,137.49,100.42,107.67,42.87
190,4.0,2.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,,,Y,N,,Y,,,N,,1.0,7.0,3.0,"Non, pas d'accord",N,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,N,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,,18-25 ans.,Féminin,Économie et gestion.,,Y,2.0,0.0,246.13,92.09,74.51,51.93,27.6
191,2.0,2.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,N,Y,N,N,N,N,Y,N,Y,N,N,N,,,Y,N,,N,,,,Y,1.0,6.0,1.0,"Oui, avec méfiance",Y,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,,,,,,,,,,,,145.44,93.7,51.74,,
192,4.0,2.0,Y,N,N,Y,N,N,,OpenAI ChatGPT,,N,N,N,N,N,N,N,N,N,Y,N,N,Soutien psychologique,,N,N,,N,,,,N,2.0,5.0,1.0,"Non, jamais",N,3.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",N,Je ne sais pas encore.,Radicalement,,18-25 ans.,Féminin,Sciences et ingénierie.,,Y,2.0,2.0,168.94,63.74,57.8,18.97,28.43
193,1.0,3.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,,,Y,Y,N,,,N,,,1.0,,,,,,,,,,,,,,,,,,201.68,201.68,,,
194,4.0,2.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,N,N,N,Y,N,N,N,N,Y,N,N,N,,,N,N,,N,,,,Y,1.0,7.0,3.0,"Non, jamais",Y,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,Y,Elle remplacera de nombreux emplois.,Largement,,18-25 ans.,Masculin,Sciences et ingénierie.,,Y,2.0,0.0,167.19,54.94,57.41,28.98,25.86
195,,3.0,Y,Y,,,,,,OpenAI ChatGPT,,Y,Y,Y,Y,,Y,Y,,Y,,,,,,Y,N,N,Y,N,N,N,,2.0,8.0,2.0,"Oui, avec méfiance",N,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",N,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,,18-25 ans.,Masculin,Économie et gestion.,,Y,3.0,2.0,,,,,
196,4.0,2.0,Y,N,N,N,N,N,YouLearnAi,OpenAI ChatGPT,,N,Y,N,N,N,N,N,N,N,N,N,N,Flash Card,,N,N,,Y,,,Y,,1.0,6.0,1.0,"Non, jamais",Y,3.0,Je préfère attendre que d'autres testent avant d'utiliser.,N,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,,18-25 ans.,Masculin,Économie et gestion.,,Y,0.0,0.0,489.21,265.33,72.95,97.55,53.38
197,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
198,4.0,2.0,Y,Y,N,N,N,N,,OpenAI ChatGPT,,Y,Y,N,N,N,N,Y,N,Y,N,N,N,,,N,N,,N,,,,N,1.0,5.0,3.0,"Non, jamais",N,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,N,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,,18-25 ans.,Masculin,Économie et gestion.,,Y,2.0,1.0,355.56,135.47,157.71,36.63,25.75
199,4.0,3.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,N,N,N,N,N,N,N,N,Y,N,N,N,,,Y,Y,N,,,N,,,,8.0,1.0,"Oui, avec méfiance",N,2.0,Je préfère attendre que d'autres testent avant d'utiliser.,N,Elle remplacera de nombreux emplois.,Radicalement,,18-25 ans.,Féminin,Sciences et ingénierie.,,Y,2.0,2.0,336.41,108.29,101.49,66.04,60.59
200,4.0,3.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,,,Y,Y,Y,,N,,,,2.0,7.0,1.0,"Oui, sans problème",Y,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",Y,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,Être performante au niveau des explications d’exercice de maths,18-25 ans.,Masculin,Économie et gestion.,,Y,2.0,0.0,188.26,62.43,50.41,50.27,25.15
201,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
202,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
203,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
204,4.0,2.0,Y,N,Y,N,N,N,,Google Gemini,,Y,N,Y,N,N,N,N,N,N,Y,N,N,,,N,N,,N,,,,Y,1.0,2.0,3.0,"Oui, avec méfiance",Y,0.0,"J’aime être parmi les premiers à essayer ces innovations, même s'il y a des risques potentiels.",N,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,,18-25 ans.,Masculin,Économie et gestion.,,Y,2.0,0.0,824.99,437.46,158.82,168.89,59.82
205,4.0,3.0,Y,N,N,N,N,N,,OpenAI ChatGPT,,N,Y,N,N,N,N,N,N,Y,N,N,N,,,Y,N,,N,,,,Y,0.0,6.0,0.0,"Non, pas d'accord",N,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,N,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,,18-25 ans.,Masculin,Sciences et ingénierie.,,Y,2.0,0.0,538.11,249.37,107.01,66.36,115.37
206,4.0,2.0,Y,N,Y,N,N,N,,Google Gemini,,N,N,N,Y,N,N,N,N,Y,N,N,N,,,N,N,,N,,,,N,0.0,5.0,1.0,"Non, pas d'accord",N,1.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",N,Je ne sais pas encore.,Légèrement,,18-25 ans.,Féminin,Sciences et ingénierie.,,Y,1.0,0.0,195.54,96.23,42.63,29.35,27.33
207,4.0,1.0,N,Y,N,Y,N,N,,DeepSeek,,N,Y,N,Y,N,N,N,N,N,N,N,N,,,N,N,,N,,,,N,1.0,3.0,3.0,"Non, jamais",Y,0.0,"J’aime être parmi les premiers à essayer ces innovations, même s'il y a des risques potentiels.",N,Elle aidera les travailleurs plutôt que de les remplacer.,Légèrement,,18-25 ans.,Masculin,Sciences et ingénierie.,,Y,2.0,0.0,360.12,129.38,91.98,110.84,27.92
