utilisation_ia,outils_utilises_chatgpt,outils_utilises_copilot,outils_utilises_gemini,outils_utilises_deepseek,outils_utilises_grok,outils_utilises_claude,outils_utilises_autre,ia_favorite,taches_ia_redaction,taches_ia_recherche,taches_ia_traduction,taches_ia_programmation,taches_ia_presentation,taches_ia_analyse_donnees,taches_ia_brainstorming,taches_ia_planification,taches_ia_revision,taches_ia_cv_lettre,taches_ia_entretien,taches_ia_creation_media,pret_payer_ia_si_efficace,pret_payer_30e_ia,pret_payer_15e_ia,dependance_ia,confiance_ia,accord_ia_decision,partage_infos_confidentielles_ia,importance_origine_ia,verification_infos_ia,reaction_nouveautes_ia,ia_menace_travail,impact_ia_emploi,impact_ia_enseignement,age,genre,domaine_etudes,statut_etudiant,ScoreRisk,outils_utilises_perplexity,bac,ia_futures_sentiment,ScoreOpportunity
3.0,1,0,0,0,0,0,0,Autre,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.0,2.0,7.0,3.0,"Non, pas d'accord",0,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",1.0,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,18-25 ans.,1.0,Sciences et ingénierie,1.0,9,1,bac+3,0.11807996031746032,4.0
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1.0,1.0,6.0,1.0,"Oui, avec méfiance",1,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Légèrement,18-25 ans.,1.0,Économie et gestion,1.0,6,0,bac+3,0.05,7.5
3.0,1,0,0,1,0,1,1,OpenAI ChatGPT,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0.0,1.0,7.0,1.0,"Oui, avec méfiance",0,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,18-25 ans.,0.0,Économie et gestion,1.0,5,0,bac+3,0.0,8.9
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1.0,1.0,7.0,3.0,"Non, pas d'accord",0,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,18-25 ans.,1.0,Économie et gestion,1.0,6,0,bac+3,0.04729079365079364,6.6
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.0,1.0,6.0,1.0,"Oui, avec méfiance",1,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle remplacera de nombreux emplois.,Largement,18-25 ans.,0.0,Autre,1.0,6,0,bac+5,0.06508214285714285,4.0
2.0,1,0,0,1,0,0,1,OpenAI ChatGPT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,2.0,5.0,1.0,"Non, jamais",0,3.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",0.0,Je ne sais pas encore.,Radicalement,18-25 ans.,1.0,Sciences et ingénierie,1.0,4,0,bac+3,0.1046931646825397,1.6
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,7.0,3.0,"Non, jamais",1,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,Elle remplacera de nombreux emplois.,Largement,18-25 ans.,0.0,Sciences et ingénierie,1.0,6,0,bac+3,0.0720808134920635,3.1
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,6.0,1.0,"Non, jamais",1,3.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,18-25 ans.,0.0,Économie et gestion,1.0,1,0,bac,0.08831902777777775,3.5
2.0,1,1,0,0,0,0,1,OpenAI ChatGPT,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0,5.0,3.0,"Non, jamais",0,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,18-25 ans.,0.0,Économie et gestion,1.0,6,0,bac+3,0.08049867063492065,5.2
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.0,1.0,8.0,1.0,"Oui, avec méfiance",0,2.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle remplacera de nombreux emplois.,Radicalement,18-25 ans.,1.0,Sciences et ingénierie,1.0,5,0,bac+3,0.09670937500000001,2.4
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0.0,2.0,7.0,1.0,"Oui, sans problème",1,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",1.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,18-25 ans.,0.0,Économie et gestion,1.0,11,0,bac+3,0.0,7.1
2.0,1,0,1,0,0,0,1,Google Gemini,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2.0,3.0,"Oui, avec méfiance",1,0.0,"J’aime être parmi les premiers à essayer ces innovations, même s'il y a des risques potentiels.",0.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Largement,18-25 ans.,0.0,Économie et gestion,1.0,8,0,bac+3,0.06386408730158731,3.5
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,6.0,0.0,"Non, pas d'accord",0,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Largement,18-25 ans.,0.0,Sciences et ingénierie,1.0,3,0,bac+3,0.07951017857142853,3.6
2.0,1,0,1,0,0,0,1,Google Gemini,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,5.0,1.0,"Non, pas d'accord",0,1.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",0.0,Je ne sais pas encore.,Légèrement,18-25 ans.,1.0,Sciences et ingénierie,1.0,4,0,bac+2,0.12397103174603175,3.6
1.0,0,1,0,1,0,0,1,DeepSeek,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,3.0,"Non, jamais",1,0.0,"J’aime être parmi les premiers à essayer ces innovations, même s'il y a des risques potentiels.",0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Légèrement,18-25 ans.,0.0,Sciences et ingénierie,1.0,6,0,bac+3,0.1169795238095238,3.0
2.0,1,0,1,1,0,0,1,OpenAI ChatGPT,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0.0,1.0,8.0,1.0,"Non, pas d'accord",1,1.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",0.0,Elle aidera les travailleurs plutôt que de les remplacer.,Radicalement,18-25 ans.,0.0,Économie et gestion,1.0,7,0,bac+3,0.0,5.6
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0.0,2.0,7.0,1.0,"Oui, avec méfiance",1,1.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",1.0,Elle remplacera de nombreux emplois.,Radicalement,18-25 ans.,0.0,Économie et gestion,1.0,9,0,bac+3,0.0,4.5
3.0,1,1,0,0,0,0,1,OpenAI ChatGPT,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0.0,1.0,5.0,1.0,"Oui, avec méfiance",0,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,"Elle supprimera certains postes, mais seulement dans certains secteurs.",Radicalement,18-25 ans.,1.0,Économie et gestion,1.0,6,0,bac+3,0.08447510912698415,8.2
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,2.0,6.0,3.0,"Non, pas d'accord",0,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",1.0,Elle remplacera de nombreux emplois.,Largement,30-40 ans.,1.0,"Arts, lettres et sciences humaines et sociales",0.0,9,0,bac+2,0.11849996031746024,3.4
1.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,4.0,3.0,"Non, jamais",1,0.0,Je préfère attendre que d'autres testent avant d'utiliser.,0.0,Elle remplacera de nombreux emplois.,Légèrement,18-25 ans.,0.0,Sciences et ingénierie,1.0,5,0,bac+5,0.10150160714285712,3.0
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0.0,2.0,7.0,1.0,"Oui, sans problème",0,3.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,Elle remplacera de nombreux emplois.,Radicalement,25-30 ans.,1.0,"Arts, lettres et sciences humaines et sociales",1.0,7,0,bac+3,0.053342936507936506,4.9
3.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0.0,1.0,8.0,1.0,"Oui, avec méfiance",0,2.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,Elle remplacera de nombreux emplois.,Radicalement,18-25 ans.,0.0,Sciences et ingénierie,1.0,5,0,bac+3,0.08758346230158728,10.4
2.0,1,0,0,0,0,1,0,OpenAI ChatGPT,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0.0,2.0,7.0,1.0,"Oui, avec méfiance",1,0.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",0.0,Elle ouvrira de nouvelles opportunités professionnelles.,Largement,18-25 ans.,0.0,Économie et gestion,1.0,9,1,bac+3,0.07913984126984126,7.8
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0.0,1.0,6.0,1.0,"Oui, avec méfiance",1,1.0,Je préfère attendre que d'autres testent avant d'utiliser.,1.0,Elle remplacera de nombreux emplois.,Légèrement,18-25 ans.,1.0,Économie et gestion,1.0,6,0,bac+3,0.06061583333333335,6.0
2.0,1,0,0,0,0,0,1,OpenAI ChatGPT,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0.0,1.0,7.0,1.0,"Non, jamais",0,3.0,"Je suis curieux(se) et prêt(e) à l'essayer rapidement, mais avec prudence.",1.0,Elle remplacera de nombreux emplois.,Radicalement,18-25 ans.,0.0,Sciences et ingénierie,1.0,2,0,bac+2,0.10798870039682539,5.9
